geom_x_y;geom;C_NAT_B;L_NAT_B;C_SRC;L_SRC;M2;NB_PL;M2_PL_TOT;B_RDC;C_PLAN_H_I;Y;L_PLAN_H_I;X;D_CRE;L_B_U;D_MAJ;N_AR;L_PLAN_H;H_ET_MAX;N_QU;OBJECTID;Identifiant s?quentiel;Arrondissement contenant le bati;Parcelle contenant le bati;Quartier contenant le bati;AREA;SHAPE.AREA;SHAPE.LEN;dist
48.8274047034,2.38429146024;"{""type"": ""Polygon"", ""coordinates"": [[[2.384298035822527, 48.827410624067326], [2.384302044396005, 48.827406956381196], [2.38428489047819, 48.827398783613205], [2.384280873742134, 48.827402450357376], [2.384298035822527, 48.827410624067326]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.7815339;4.0;3.1261358;1.0;3.0;125214.550149;Bâti de 4 à 8 étages;603507.0706633;2010-07-21T04:00:00+02:00;Ra2_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;535681;750169664;750000013;750031416;750000050;;0.0;0.0;
48.8274767693,2.38279335346;"{""type"": ""Polygon"", ""coordinates"": [[[2.382837184858754, 48.827528086164584], [2.382882167483829, 48.8274836851667], [2.382749461588344, 48.82742543690882], [2.3827045846637143, 48.82746987887673], [2.382837184858754, 48.827528086164584]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;69.4693021;2.0;138.9386043;1.0;2.0;125222.4943275;Bâti de 1 à 3 étages;603397.0726647;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;535996;750174349;750000013;750033360;750000050;;0.0;0.0;
48.8271875124,2.38429473179;"{""type"": ""Polygon"", ""coordinates"": [[[2.384280716430014, 48.827206664390225], [2.3843178794105873, 48.82717281988726], [2.384308693011729, 48.82716843762053], [2.384271698994899, 48.82720204645591], [2.384280716430014, 48.827206664390225]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.8685767;6.0;23.2114602;0.0;3.0;125190.3924642;Bâti de 4 à 8 étages;603507.330219;2010-07-21T04:00:00+02:00;2a4_et_6a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536006;750174759;750000013;750031416;750000050;;0.0;0.0;
48.8273704936,2.38468489999;"{""type"": ""Polygon"", ""coordinates"": [[[2.384682097365824, 48.827378005502744], [2.38469475539779, 48.82736639498535], [2.384687606175627, 48.82736298285983], [2.384675067209857, 48.827374661442], [2.384682097365824, 48.827378005502744]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.0214856;8.0;8.1718847;1.0;3.0;125210.7605516;Bâti de 4 à 8 étages;603535.960253;2010-07-21T04:00:00+02:00;Ra2_et_4a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536067;750175598;750000013;750031416;750000050;;0.0;0.0;
48.827684955,2.38450666731;"{""type"": ""Polygon"", ""coordinates"": [[[2.384515767184888, 48.827697658665635], [2.38452820914221, 48.82768682231481], [2.384497429620997, 48.82767216154114], [2.384485284272853, 48.82768325753509], [2.384515767184888, 48.827697658665635]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.2009542;1.0;4.2009542;0.0;3.0;125245.7194115;Bâti de 4 à 8 étages;603522.8385027;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536082;750175613;750000013;750031416;750000050;;0.0;0.0;
48.827144588,2.38448277088;"{""type"": ""Polygon"", ""coordinates"": [[[2.384522781691381, 48.82718680306409], [2.384560940854232, 48.82715244467512], [2.384453638757334, 48.827101182241066], [2.384405028667808, 48.82714584396957], [2.384443536077009, 48.8271641366442], [2.384452682640871, 48.82715585733721], [2.384457472315915, 48.827158136715475], [2.384459518454519, 48.827156275654005], [2.384522781691381, 48.82718680306409]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;50.7729918;9.0;456.9569263;0.0;4.0;125185.568074;Bâti de 9 à 12 étages;603520.57204;2010-07-21T04:00:00+02:00;1a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;535175;750181819;750000013;750031416;750000050;;0.0;0.0;
48.8283720094,2.38383763955;"{""type"": ""Polygon"", ""coordinates"": [[[2.383792295604149, 48.82843931765483], [2.383914575113517, 48.82831819258489], [2.383884149462545, 48.828304116278034], [2.383760560858792, 48.82842547110776], [2.383792295604149, 48.82843931765483]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;44.776176;5.0;223.88088;0.0;3.0;125322.111478;Bâti de 4 à 8 étages;603473.678964;2010-07-21T04:00:00+02:00;2a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;529860;750177691;750000013;750033361;750000050;;0.0;0.0;
48.8274975042,2.38453666134;"{""type"": ""Polygon"", ""coordinates"": [[[2.384524821022413, 48.82751285921747], [2.384554935749008, 48.82748540078928], [2.384548210954412, 48.827482266947136], [2.3845183543743262, 48.82750978156396], [2.384524821022413, 48.82751285921747]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.2406;3.0;6.7217999;1.0;2.0;125224.8808986;Bâti de 1 à 3 étages;603525.0656175;2010-07-21T04:00:00+02:00;Ra1_et_encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536097;750169273;750000013;750031416;750000050;;0.0;0.0;
48.8273715011,2.38477243998;"{""type"": ""Polygon"", ""coordinates"": [[[2.384804919669021, 48.82741897060303], [2.384814352008841, 48.82741025204825], [2.384813222252019, 48.82740971920493], [2.384848973460015, 48.827377175867724], [2.3847692387780253, 48.82733935633715], [2.384771826863573, 48.82733658789443], [2.384743357630168, 48.827322972441976], [2.384705373250871, 48.827358217664404], [2.384707902115854, 48.82735942863849], [2.384697900612702, 48.827367896929694], [2.384722451532606, 48.827379613445885], [2.384804919669021, 48.82741897060303]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;56.1016553;6.0;336.609932;1.0;3.0;125210.8217425;Bâti de 4 à 8 étages;603542.2164958;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+5;5.0;50.0;536126;750169697;750000013;750031416;750000050;;0.0;0.0;
48.827475606,2.38489338012;"{""type"": ""Polygon"", ""coordinates"": [[[2.385004759545134, 48.82756889300694], [2.385018531355278, 48.82755674316572], [2.384944983957099, 48.82752140276748], [2.384991526672414, 48.82747900741251], [2.385003499000548, 48.82748475930457], [2.38500796730982, 48.827480567827024], [2.384986424406501, 48.82747008189124], [2.384902491699703, 48.82742922617118], [2.3848996129960343, 48.82743145799561], [2.384885465101338, 48.827425839701704], [2.384866601675864, 48.82741835074121], [2.384854650885232, 48.82742924721538], [2.384814352008841, 48.82741025204825], [2.384804919669021, 48.82741897060303], [2.384792460243811, 48.82743048951787], [2.384774750962177, 48.827446862314424], [2.384786061081445, 48.82745216653235], [2.3847772780421073, 48.827460345204365], [2.385004759545134, 48.82756889300694]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;124.5562626;9.0;1121.0063632;1.0;3.0;125224.016622;Bâti de 4 à 8 étages;603552.4248721;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+8;8.0;50.0;536154;750170115;750000013;750031416;750000050;;0.0;0.0;
48.8267029246,2.38269694677;"{""type"": ""Polygon"", ""coordinates"": [[[2.382745928750635, 48.82675694323112], [2.382812764363174, 48.82669338506771], [2.382934765837276, 48.826749121884085], [2.382952675578751, 48.82673206865806], [2.382811553599126, 48.82666759560883], [2.382822380715083, 48.82665728801637], [2.382798665929599, 48.826654514277266], [2.382716464624358, 48.82665301795833], [2.382711037973594, 48.82665818382389], [2.382699065617759, 48.82665270150745], [2.382587501461813, 48.82665067039819], [2.382580878982319, 48.82665697408605], [2.382516283857298, 48.826718462543646], [2.382595382484098, 48.826754679443795], [2.382607713990731, 48.82675468015052], [2.38262345436962, 48.82675472993206], [2.382639195482413, 48.826754832778335], [2.382654934594132, 48.826754989574525], [2.382670673077766, 48.82675519942837], [2.38268640819844, 48.82675546322515], [2.382702142691024, 48.82675578007959], [2.382717873831391, 48.826756149977584], [2.382733602971131, 48.8267565738256], [2.382745928750635, 48.82675694323112]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;228.3038895;8.0;1826.4311161;0.0;4.0;125136.535477;Bâti de 9 à 12 étages;603387.8307052;2010-07-21T04:00:00+02:00;2a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536230;750171389;750000013;750031408;750000050;;0.0;0.0;
48.8270356508,2.38346265677;"{""type"": ""Polygon"", ""coordinates"": [[[2.383457343016415, 48.82704313820998], [2.383471416748627, 48.82702966532144], [2.38346805263632, 48.82702813343569], [2.383453909799568, 48.82704157538889], [2.383457343016415, 48.82704313820998]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;0.5516198;4.0;2.2064791;1.0;2.0;125173.4728529;Bâti de 1 à 3 étages;603446.2454825;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+3;3.0;50.0;536282;750172234;750000013;750031411;750000050;;0.0;0.0;
48.8268703883,2.38359187323;"{""type"": ""Polygon"", ""coordinates"": [[[2.383637945254208, 48.82690018309762], [2.383665758552279, 48.826873720313195], [2.3836581706222413, 48.826872171161035], [2.383650579883418, 48.826870629188925], [2.383642984973819, 48.82686909438976], [2.383635388628153, 48.82686756587834], [2.383627786749616, 48.8268660445329], [2.383620183424374, 48.82686453037447], [2.383612575928345, 48.826863023389045], [2.383604965623514, 48.82686152358364], [2.383597352520614, 48.82686003005892], [2.383589735246817, 48.82685854370718], [2.383582115164313, 48.8268570645355], [2.383574492273098, 48.82685559254381], [2.3835668665837, 48.82685412683278], [2.383559238085485, 48.82685266830177], [2.383551605416459, 48.826851216943794], [2.383543969938612, 48.8268497727658], [2.383536333024761, 48.82684833487547], [2.383528691929358, 48.82684690505751], [2.383521046673769, 48.826845481513175], [2.383513399971434, 48.82684406515592], [2.38350598832206, 48.826842699475286], [2.383498915471622, 48.826849428991984], [2.383637945254208, 48.82690018309762]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;26.4279332;6.0;158.5675989;1.0;3.0;125155.2176775;Bâti de 4 à 8 étages;603456.8408427;2010-07-21T04:00:00+02:00;Ra2_et_4a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;536287;750172239;750000013;750031412;750000050;;0.0;0.0;
48.8269496484,2.38301780144;"{""type"": ""Polygon"", ""coordinates"": [[[2.382992626663833, 48.826979351250145], [2.383037750380318, 48.82695589638339], [2.383042951048965, 48.82693207186115], [2.383028180962984, 48.82692530433321], [2.383001384700814, 48.826939233169185], [2.382992626663833, 48.826979351250145]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;12.02221;4.0;48.0888399;1.0;3.0;125163.7605509;Bâti de 4 à 8 étages;603413.587906;2010-07-21T04:00:00+02:00;R_et_3a5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536291;750172243;750000013;750031411;750000050;;0.0;0.0;
48.8269433119,2.38304841602;"{""type"": ""Polygon"", ""coordinates"": [[[2.383037750380318, 48.82695589638339], [2.383064546641335, 48.826941967539476], [2.383042951048965, 48.82693207186115], [2.383037750380318, 48.82695589638339]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.310398;2.0;4.6207961;1.0;3.0;125163.1858513;Bâti de 4 à 8 étages;603415.8374243;2010-07-21T04:00:00+02:00;R_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536292;750172244;750000013;750031411;750000050;;0.0;0.0;
48.8269022039,2.38354227827;"{""type"": ""Polygon"", ""coordinates"": [[[2.38357810709207, 48.82695711612491], [2.383637277091971, 48.82690081910762], [2.383498247318974, 48.826850064101905], [2.383448092442052, 48.82689779514278], [2.383563150985368, 48.82695029194367], [2.38357810709207, 48.82695711612491]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;81.6903744;2.0;163.3807489;1.0;2.0;125158.7911265;Bâti de 1 à 3 étages;603452.4932411;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536294;750172246;750000013;750031412;750000050;;0.0;0.0;
48.8268218539,2.38292804955;"{""type"": ""Polygon"", ""coordinates"": [[[2.3828892079809663, 48.826861624930594], [2.382934112450155, 48.8268187110486], [2.3829727647095362, 48.826781771798515], [2.382974390433356, 48.82678021797659], [2.382971033162084, 48.82677868611167], [2.382928987956231, 48.82681871878317], [2.3828879690602323, 48.82685777372084], [2.382883368158811, 48.82685566523406], [2.382881039898677, 48.82685788096489], [2.3828892079809663, 48.826861624930594]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;3.5252829;7.0;24.67698;1.0;3.0;125149.7320177;Bâti de 4 à 8 étages;603406.9839045;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+6;6.0;50.0;536325;750172677;750000013;750031409;750000050;;0.0;0.0;
48.8270244464,2.38274562732;"{""type"": ""Polygon"", ""coordinates"": [[[2.382758597346497, 48.82703623763914], [2.382768801443258, 48.82702931747208], [2.382731582272882, 48.827012263041695], [2.382723372291977, 48.82702010995876], [2.382758597346497, 48.82703623763914]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.4308261;4.0;13.7233043;1.0;3.0;125172.1725465;Bâti de 4 à 8 étages;603393.5607481;2010-07-21T04:00:00+02:00;Ra1_et_3a4;2010-07-21T04:00:00+02:00;13;;4.0;50.0;536334;750173089;750000013;750031411;750000050;;0.0;0.0;
48.827343796,2.38447538737;"{""type"": ""Polygon"", ""coordinates"": [[[2.38456873270404, 48.82739070049571], [2.384553506023605, 48.827378851159196], [2.384391371394361, 48.82730125528421], [2.384388178992803, 48.82730432729393], [2.384405302707107, 48.827312518779195], [2.384442505685409, 48.82733031637734], [2.384479558347809, 48.82734804124013], [2.3845163997295202, 48.82736566517341], [2.384552118245864, 48.82738275178769], [2.38456873270404, 48.82739070049571]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;6.4092403000000004;2.0;12.818480600000001;1.0;2.0;125208.0285995;Bâti de 1 à 3 étages;603520.9196749;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;535685;750169668;750000013;750031416;750000050;;0.0;0.0;
48.8271311281,2.38435611254;"{""type"": ""Polygon"", ""coordinates"": [[[2.384354616621883, 48.82713903703555], [2.384366938720035, 48.82712761458845], [2.384357745769514, 48.82712321070662], [2.384345229414283, 48.82713458808358], [2.38435287869225, 48.82713821415719], [2.384354616621883, 48.82713903703555]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.3134519;1.0;1.3134519;0.0;2.0;125184.1392943;Bâti de 1 à 3 étages;603511.834428;2010-07-21T04:00:00+02:00;encorbt_au_2;2010-07-21T04:00:00+02:00;13;;2.0;50.0;536034;750175175;750000013;750031416;750000050;;0.0;0.0;
48.8273683343,2.38464680174;"{""type"": ""Polygon"", ""coordinates"": [[[2.384665028054613, 48.827384010921], [2.384675067209857, 48.827374661442], [2.384628852354815, 48.827352684033634], [2.384618480444647, 48.82736206597284], [2.384646985809988, 48.827375504464285], [2.384665028054613, 48.827384010921]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;5.376356;8.0;43.0108476;1.0;3.0;125210.5239265;Bâti de 4 à 8 étages;603533.1620591;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536050;750175191;750000013;750031416;750000050;;0.0;0.0;
48.8274928291,2.38447642454;"{""type"": ""Polygon"", ""coordinates"": [[[2.384480825171988, 48.827497680732975], [2.384484774564641, 48.827494064000625], [2.384472105950347, 48.82748798919576], [2.384468034160981, 48.827491589109016], [2.384480825171988, 48.827497680732975]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.5741741;4.0;2.2966962;1.0;3.0;125224.359065;Bâti de 4 à 8 étages;603520.6450517;2010-07-21T04:00:00+02:00;Ra2_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536053;750175194;750000013;750031416;750000050;;0.0;0.0;
48.8274410355,2.38459847479;"{""type"": ""Polygon"", ""coordinates"": [[[2.384570429741702, 48.82747103121795], [2.384632412100034, 48.82741438935987], [2.384626028289865, 48.82741133372302], [2.384564292829435, 48.8274680613895], [2.384570429741702, 48.82747103121795]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.4189484;3.0;13.2568451;1.0;2.0;125218.6161954;Bâti de 1 à 3 étages;603529.6001695;2010-07-21T04:00:00+02:00;Ra1_et_encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536075;750175606;750000013;750031416;750000050;;0.0;0.0;
48.8275053291,2.3844910433;"{""type"": ""Polygon"", ""coordinates"": [[[2.384490396493715, 48.82751330891048], [2.384502471066941, 48.827502550714016], [2.384491575487986, 48.827497325948926], [2.384487634491064, 48.82750092383786], [2.38447966711214, 48.82750819832058], [2.384490396493715, 48.82751330891048]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.4607096;2.0;2.9214193;1.0;2.0;125225.7402585;Bâti de 1 à 3 étages;603521.718905;2010-07-21T04:00:00+02:00;R_et_encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536088;750169264;750000013;750031416;750000050;;0.0;0.0;
48.8282601113,2.38346264121;"{""type"": ""Polygon"", ""coordinates"": [[[2.383576229825127, 48.82834109369769], [2.383619021266707, 48.82829860851274], [2.383617114397362, 48.82829767053385], [2.383349583935744, 48.82817913930338], [2.383306315872272, 48.82822194751172], [2.383576229825127, 48.82834109369769]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;135.9105023;2.0;271.8210047;1.0;2.0;125309.634451;Bâti de 1 à 3 étages;603446.1546122;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;529861;750177692;750000013;750033360;750000050;;0.0;0.0;
48.8279294178,2.38404633374;"{""type"": ""Polygon"", ""coordinates"": [[[2.384031573914393, 48.827991300916445], [2.384127694135401, 48.82789714250901], [2.384060934283225, 48.82786759160877], [2.38396505054181, 48.82796167473694], [2.384031573914393, 48.827991300916445]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;74.400252;4.0;297.6010081;0.0;3.0;125272.8789596;Bâti de 4 à 8 étages;603489.039884;2010-07-21T04:00:00+02:00;2a5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;529866;750177697;750000013;750033361;750000050;;0.0;0.0;
48.8278455218,2.38347955825;"{""type"": ""Polygon"", ""coordinates"": [[[2.383599407822562, 48.82793091730247], [2.383644567365891, 48.827886389236454], [2.383359916720667, 48.82776011788686], [2.383314638116635, 48.82780479633158], [2.383599407822562, 48.82793091730247]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;150.2675879;2.0;300.5351759;1.0;2.0;125263.5315235;Bâti de 1 à 3 étages;603447.42667;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;529875;750178094;750000013;750033360;750000050;;0.0;0.0;
48.8281374194,2.38318520477;"{""type"": ""Polygon"", ""coordinates"": [[[2.383306315872272, 48.82822194751172], [2.383349583935744, 48.82817913930338], [2.383064721909355, 48.82805292825539], [2.383020921093123, 48.828095967454225], [2.383306315872272, 48.82822194751172]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;144.7393185;5.0;723.6965927;1.0;3.0;125295.9798415;Bâti de 4 à 8 étages;603425.796373;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+4;4.0;50.0;529878;750178097;750000013;750033360;750000050;;0.0;0.0;
48.8275717771,2.38463048695;"{""type"": ""Polygon"", ""coordinates"": [[[2.384639766830195, 48.82758446061137], [2.38465175932092, 48.82757361563856], [2.384621266587493, 48.82755912635194], [2.384609152599459, 48.82756987806138], [2.384639766830195, 48.82758446061137]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.1241551;1.0;4.1241551;0.0;3.0;125233.146507;Bâti de 4 à 8 étages;603531.954876;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536107;750169283;750000013;750031416;750000050;;0.0;0.0;
48.8277870602,2.3847209975;"{""type"": ""Polygon"", ""coordinates"": [[[2.384729235306871, 48.82779938236565], [2.384741691374475, 48.82778850289645], [2.3847127403872213, 48.82777471318506], [2.384700337930158, 48.827785666675666], [2.384729235306871, 48.82779938236565]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.9736291;1.0;3.9736291;0.0;3.0;125257.0872425;Bâti de 4 à 8 étages;603538.5764087;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536114;750169685;750000013;750031416;750000050;;0.0;0.0;
48.8276253098,2.38474311994;"{""type"": ""Polygon"", ""coordinates"": [[[2.384752802974218, 48.82763830476581], [2.384764701915612, 48.827627421527346], [2.384733682076653, 48.827612229847695], [2.384721542563063, 48.827623414034385], [2.384752802974218, 48.82763830476581]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.2811808;1.0;4.2811808;0.0;3.0;125239.0981565;Bâti de 4 à 8 étages;603540.1976154;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536117;750169688;750000013;750031416;750000050;;0.0;0.0;
48.8271989531,2.38471751813;"{""type"": ""Polygon"", ""coordinates"": [[[2.3847101898680743, 48.827199517707214], [2.384735218322596, 48.82719927323499], [2.384707146202921, 48.827198068448965], [2.3847101898680743, 48.827199517707214]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.1511071;2.0;0.3022141;0.0;3.0;125191.6904347;Bâti de 4 à 8 étages;603538.3663557;2010-07-21T04:00:00+02:00;7a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536127;750169698;750000013;750031416;750000050;;0.0;0.0;
48.8273394127,2.38499095607;"{""type"": ""Polygon"", ""coordinates"": [[[2.385062462598631, 48.82736596591034], [2.385063949715531, 48.82736461100888], [2.384969185375871, 48.82732662798939], [2.384960225463158, 48.82733444691655], [2.384927324107389, 48.827318719473745], [2.384925714492705, 48.827319950529635], [2.384961044949733, 48.827336686069856], [2.384966586940065, 48.827331891240405], [2.384994258437001, 48.827344200246614], [2.384998111955309, 48.827340508356194], [2.385062462598631, 48.82736596591034]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.48609;6.0;20.9165402;0.0;3.0;125207.4189138;Bâti de 4 à 8 étages;603558.716746;2010-07-21T04:00:00+02:00;3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536133;750169704;750000013;750031416;750000050;;0.0;0.0;
48.8272011741,2.38470184785;"{""type"": ""Polygon"", ""coordinates"": [[[2.384699359975486, 48.82720546619448], [2.384706045712843, 48.82719955754304], [2.3847101898680743, 48.827199517707214], [2.384707146202921, 48.827198068448965], [2.384702507681742, 48.82719786920636], [2.384695771780973, 48.8272037578133], [2.384699359975486, 48.82720546619448]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.3187601;3.0;0.9562803;0.0;3.0;125191.8148192;Bâti de 4 à 8 étages;603537.298828;2010-07-21T04:00:00+02:00;2_et_7a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536135;750169706;750000013;750031416;750000050;;0.0;0.0;
48.8272793715,2.38474823167;"{""type"": ""Polygon"", ""coordinates"": [[[2.384753693359777, 48.82730199470496], [2.384770481308271, 48.827286816032526], [2.384756236578184, 48.82728017373901], [2.384782602464847, 48.8272560560162], [2.384777832964309, 48.82725379654121], [2.384776165069041, 48.82725511813191], [2.384773740921274, 48.827254037207425], [2.384755025302945, 48.827270850914765], [2.384739325132708, 48.82725964761194], [2.384730213469595, 48.8272724743435], [2.38471745135964, 48.82728459607255], [2.384753693359777, 48.82730199470496]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;10.5337302;4.0;42.1349209;1.0;2.0;125201.1231383;Bâti de 1 à 3 étages;603540.7481515;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+3;3.0;50.0;536163;750170529;750000013;750031416;750000050;;0.0;0.0;
48.8266054193,2.38315549561;"{""type"": ""Polygon"", ""coordinates"": [[[2.383149529111281, 48.82661346765992], [2.383165045737739, 48.82659869275863], [2.383161463967014, 48.82659737019394], [2.383145945988593, 48.82661214418845], [2.383149529111281, 48.82661346765992]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.5997798;6.0;3.5986785;1.0;3.0;125125.6167116;Bâti de 4 à 8 étages;603423.722341;2010-07-21T04:00:00+02:00;Ra1_et_3a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;536213;750170978;750000013;750031406;750000050;;0.0;0.0;
48.826818009,2.38363585575;"{""type"": ""Polygon"", ""coordinates"": [[[2.383679058337889, 48.82686106633566], [2.383767522287959, 48.8267768966741], [2.383744949262097, 48.82676855919396], [2.383691119269245, 48.82681977625437], [2.383575111760181, 48.82677693213843], [2.383521854698119, 48.8268276034592], [2.383679058337889, 48.82686106633566]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;78.7752232;4.0;315.1008927;1.0;3.0;125148.9270005;Bâti de 4 à 8 étages;603456.8190122;2010-07-21T04:00:00+02:00;R_et_4a6;2010-07-21T04:00:00+02:00;13;;6.0;50.0;536253;750171808;750000013;750031406;750000050;;0.0;0.0;
48.8267460239,2.38368811585;"{""type"": ""Polygon"", ""coordinates"": [[[2.383744949262097, 48.82676855919396], [2.383747289867669, 48.82676633271744], [2.383631282431362, 48.82672348865397], [2.383628941822758, 48.82672571512827], [2.383744949262097, 48.82676855919396]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.927817;7.0;20.4947193;1.0;3.0;125141.2765025;Bâti de 4 à 8 étages;603462.8183103;2010-07-21T04:00:00+02:00;R_et_3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536264;750171819;750000013;750031406;750000050;;0.0;0.0;
48.8266533854,2.38355279268;"{""type"": ""Polygon"", ""coordinates"": [[[2.383573502167259, 48.82666295537372], [2.383544389293664, 48.82664646191223], [2.383540486577307, 48.8266507389962], [2.383573502167259, 48.82666295537372]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.7710492999999999;6.0;4.6262957;0.0;3.0;125130.9688483;Bâti de 4 à 8 étages;603452.8891323;2010-07-21T04:00:00+02:00;2a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536274;750171829;750000013;750031406;750000050;;0.0;0.0;
