geom_x_y;geom;C_NAT_B;L_NAT_B;C_SRC;L_SRC;M2;NB_PL;M2_PL_TOT;B_RDC;C_PLAN_H_I;Y;L_PLAN_H_I;X;D_CRE;L_B_U;D_MAJ;N_AR;L_PLAN_H;H_ET_MAX;N_QU;OBJECTID;Identifiant s?quentiel;Arrondissement contenant le bati;Parcelle contenant le bati;Quartier contenant le bati;AREA;SHAPE.AREA;SHAPE.LEN;dist
48.8275169563,2.3848722269;"{""type"": ""Polygon"", ""coordinates"": [[[2.385003607417802, 48.827569909667666], [2.385004759545134, 48.82756889300694], [2.3847772780421073, 48.827460345204365], [2.384767561203148, 48.82746939236175], [2.384765083435587, 48.82747169999393], [2.384804777119808, 48.827490384478175], [2.384799823694364, 48.82749505191839], [2.384953662980202, 48.82756845575742], [2.384969997321697, 48.82755397263998], [2.385003607417802, 48.827569909667666]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;36.079434;7.0;252.5560381;0.0;3.0;125226.8574415;Bâti de 4 à 8 étages;603549.3199058;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536111;750169682;750000013;750031416;750000050;;0.0;0.0;
48.8274374541,2.38494594201;"{""type"": ""Polygon"", ""coordinates"": [[[2.384986424406501, 48.82747008189124], [2.385006424510293, 48.827452462623434], [2.384919813089585, 48.82741305281997], [2.384922324640852, 48.82741065182359], [2.384909938740101, 48.82740289489495], [2.384885465101338, 48.827425839701704], [2.3848996129960343, 48.82743145799561], [2.384902491699703, 48.82742922617118], [2.384986424406501, 48.82747008189124]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;21.5766514;9.0;194.1898626;1.0;3.0;125218.115441;Bâti de 4 à 8 étages;603555.0049439;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+8;8.0;50.0;536112;750169683;750000013;750031416;750000050;;0.0;0.0;
48.8273213717,2.38502568556;"{""type"": ""Polygon"", ""coordinates"": [[[2.385133069049484, 48.827393559223005], [2.385144622244565, 48.827383105865906], [2.385146850499722, 48.82738416598937], [2.38517596420945, 48.82735758274211], [2.385146747838012, 48.82734135806552], [2.385112237722281, 48.82737182672667], [2.385037743759729, 48.82733591400821], [2.385070878083894, 48.827305563305984], [2.384953293985822, 48.827256230677385], [2.384920814855553, 48.82728588590648], [2.384948817338635, 48.82729923270249], [2.38493013983904, 48.82731616714825], [2.384927324107389, 48.827318719473745], [2.384960225463158, 48.82733444691655], [2.384969185375871, 48.82732662798939], [2.385063949715531, 48.82736461100888], [2.385079311746132, 48.82737076885227], [2.385100990200574, 48.82738107829312], [2.385103233870903, 48.827378983500694], [2.385133069049484, 48.827393559223005]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;83.6161252;1.0;83.6161252;1.0;1.0;125205.710668;Bâti à rez-de-chaussée;603558.7343667;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R;0.0;50.0;536125;750169696;750000013;750031416;750000050;;0.0;0.0;
48.8275635616,2.38501277203;"{""type"": ""Polygon"", ""coordinates"": [[[2.385007479473476, 48.827570190397196], [2.385020911192861, 48.82755788681305], [2.385018531355278, 48.82755674316572], [2.385004759545134, 48.82756889300694], [2.385007479473476, 48.827570190397196]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.3900992;8.0;3.1207933;1.0;3.0;125232.2452094;Bâti de 4 à 8 étages;603560.022939;2010-07-21T04:00:00+02:00;Ra1_et_3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536153;750170114;750000013;750031416;750000050;;0.0;0.0;
48.8266720152,2.38360395208;"{""type"": ""Polygon"", ""coordinates"": [[[2.383660910004358, 48.82669529852965], [2.383662751908928, 48.82669354615184], [2.383544389293664, 48.82664646191223], [2.383573502167259, 48.82666295537372], [2.383660910004358, 48.82669529852965]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.2419413;7.0;22.6935892;0.0;3.0;125132.916545;Bâti de 4 à 8 étages;603456.3795562;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536275;750171830;750000013;750031406;750000050;;0.0;0.0;
48.8269062068,2.38273048211;"{""type"": ""Polygon"", ""coordinates"": [[[2.382723372291977, 48.82702010995876], [2.382731582272882, 48.827012263041695], [2.382783687081833, 48.82696246751419], [2.382800331545297, 48.826946561678035], [2.3828892079809663, 48.826861624930594], [2.382881039898677, 48.82685788096489], [2.382832802026658, 48.82683579437522], [2.38279386647823, 48.82681795044777], [2.382737921495009, 48.82679231019399], [2.382711719476917, 48.82681725305004], [2.382632760642688, 48.826892412527656], [2.382571608110008, 48.82695062437453], [2.382723372291977, 48.82702010995876]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;290.05277;2.0;580.1055399;1.0;2.0;125159.069465;Bâti de 1 à 3 étages;603392.491496;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536324;750172676;750000013;750031409;750000050;;0.0;0.0;
48.8269253868,2.38300929694;"{""type"": ""Polygon"", ""coordinates"": [[[2.383001384700814, 48.826939233169185], [2.383019920729644, 48.82692151853082], [2.3830065853845213, 48.82691540864821], [2.383001384700814, 48.826939233169185]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.4266114;3.0;4.2798342;1.0;2.0;125161.1907883;Bâti de 1 à 3 étages;603412.9664677;2010-07-21T04:00:00+02:00;Ra1_et_encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536328;750172680;750000013;750031411;750000050;;0.0;0.0;
48.8269286853,2.38301649546;"{""type"": ""Polygon"", ""coordinates"": [[[2.383001384700814, 48.826939233169185], [2.383028180962984, 48.82692530433321], [2.383019920729644, 48.82692151853082], [2.383001384700814, 48.826939233169185]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.8837971;2.0;1.7675942999999998;1.0;2.0;125161.557909;Bâti de 1 à 3 étages;603413.494767;2010-07-21T04:00:00+02:00;R_et_encorbt_au_3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536329;750173084;750000013;750031411;750000050;;0.0;0.0;
48.8273634667,2.38433583872;"{""type"": ""Polygon"", ""coordinates"": [[[2.384302044396005, 48.827406956381196], [2.384405302707107, 48.827312518779195], [2.384388178992803, 48.82730432729393], [2.384386577960863, 48.82730586867009], [2.384391899895742, 48.82730840891021], [2.384388135312407, 48.8273118332264], [2.384393244756017, 48.827314488391615], [2.384368225956252, 48.82733721174165], [2.384363077441777, 48.82733475063863], [2.384359073038587, 48.82733841205285], [2.384354002988808, 48.82733622746053], [2.3843489323828, 48.8273406649398], [2.384345821050986, 48.82733917844987], [2.384278018365455, 48.82740109019629], [2.384280873742134, 48.827402450357376], [2.38428489047819, 48.827398783613205], [2.384302044396005, 48.827406956381196]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;18.7815032;3.0;56.3445097;1.0;2.0;125209.2312266;Bâti de 1 à 3 étages;603510.759703;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;535673;750169656;750000013;750031416;750000050;;0.0;0.0;
48.8273583613,2.38418250456;"{""type"": ""Polygon"", ""coordinates"": [[[2.384191879192763, 48.8273711104066], [2.384203857124744, 48.82736011790445], [2.384172916208472, 48.827345652273536], [2.384161189361091, 48.827356491373735], [2.384191879192763, 48.8273711104066]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.1533631;1.0;4.1533631;0.0;3.0;125209.3940075;Bâti de 4 à 8 étages;603499.084948;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536013;750174766;750000013;750031416;750000050;;0.0;0.0;
48.8274713924,2.38405816137;"{""type"": ""Polygon"", ""coordinates"": [[[2.384067021231738, 48.82748405087642], [2.384079811531379, 48.82747324964076], [2.384049078296857, 48.827458612369625], [2.3840367388604102, 48.827469760383714], [2.384067021231738, 48.82748405087642]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.2172555;1.0;4.2172555;0.0;3.0;125221.948348;Bâti de 4 à 8 étages;603489.9198608;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536018;750174771;750000013;750031416;750000050;;0.0;0.0;
48.827138075,2.38437083027;"{""type"": ""Polygon"", ""coordinates"": [[[2.384366027565814, 48.827144445242034], [2.384378466803838, 48.82713313851641], [2.384375537034999, 48.827131734804446], [2.38436317076471, 48.82714309137085], [2.384366027565814, 48.827144445242034]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.40727179999999996;7.0;2.8509027;0.0;3.0;125184.9050108;Bâti de 4 à 8 étages;603512.9157875;2010-07-21T04:00:00+02:00;1a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536045;750175186;750000013;750031416;750000050;;0.0;0.0;
48.827401105,2.38459175517;"{""type"": ""Polygon"", ""coordinates"": [[[2.384590133231389, 48.82740735276743], [2.384599619398239, 48.827398692965495], [2.384592594894788, 48.827395331841004], [2.384587728413743, 48.827399787468536], [2.384584367034765, 48.82740286580861], [2.384590133231389, 48.82740735276743]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.7065132;7.0;4.9455921;1.0;3.0;125214.1266609;Bâti de 4 à 8 étages;603529.1360835;2010-07-21T04:00:00+02:00;Ra1_et_3_et_5a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536048;750175189;750000013;750031416;750000050;;0.0;0.0;
48.8272781637,2.38487774273;"{""type"": ""Polygon"", ""coordinates"": [[[2.384902291531706, 48.82730279865675], [2.384920814855553, 48.82728588590648], [2.384852923857392, 48.82725352447205], [2.384834724237414, 48.82727036243083], [2.384902291531706, 48.82730279865675]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;14.1881947;7.0;99.3173629;0.0;4.0;125200.5060605;Bâti de 9 à 12 étages;603550.1280788;2010-07-21T04:00:00+02:00;3a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536057;750175198;750000013;750031416;750000050;;0.0;0.0;
48.8274515588,2.38463068249;"{""type"": ""Polygon"", ""coordinates"": [[[2.384591275760087, 48.827481117919454], [2.384597659243542, 48.827478431967464], [2.384604096304909, 48.82747686151168], [2.3846147562394, 48.82747539282936], [2.384622830912725, 48.827475528812954], [2.384629481798523, 48.82747615392299], [2.384636766433263, 48.827477788690516], [2.384644105454289, 48.827480816864174], [2.384648307654812, 48.82747701525734], [2.384682795582728, 48.82744580103787], [2.384678279706455, 48.827443633700845], [2.3846856046224643, 48.8274370079436], [2.384671033497087, 48.82743008785456], [2.384669042167505, 48.82743192132067], [2.384632412100034, 48.82741438935987], [2.384570429741702, 48.82747103121795], [2.384591275760087, 48.827481117919454]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;33.9613458;2.0;67.9226917;1.0;2.0;125219.2945214;Bâti de 1 à 3 étages;603531.777288;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536076;750175607;750000013;750031416;750000050;;0.0;0.0;
48.8277549856,2.38465377728;"{""type"": ""Polygon"", ""coordinates"": [[[2.3846622256857, 48.8277672007525], [2.3846745323612, 48.82775651478552], [2.384645483869733, 48.827742679587004], [2.384633053824722, 48.827753661708904], [2.3846622256857, 48.8277672007525]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.957026;1.0;3.957026;0.0;3.0;125253.5136955;Bâti de 4 à 8 étages;603533.6283314;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536105;750169281;750000013;750031416;750000050;;0.0;0.0;
48.8278037456,2.38475580412;"{""type"": ""Polygon"", ""coordinates"": [[[2.384765456848367, 48.82781692927569], [2.384777652239684, 48.8278056302542], [2.384746038157575, 48.82779057312763], [2.38473398774957, 48.82780182162774], [2.384765456848367, 48.82781692927569]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.3958939;1.0;4.3958939;0.0;3.0;125258.94627;Bâti de 4 à 8 étages;603541.1385813;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536113;750169684;750000013;750031416;750000050;;0.0;0.0;
48.8272480392,2.38476824259;"{""type"": ""Polygon"", ""coordinates"": [[[2.384755025302945, 48.827270850914765], [2.384773740921274, 48.827254037207425], [2.384776165069041, 48.82725511813191], [2.384777832964309, 48.82725379654121], [2.384782602464847, 48.8272560560162], [2.384798454750741, 48.8272415560486], [2.384762919592936, 48.82722463143653], [2.384758393289523, 48.827228427783254], [2.384757010854756, 48.82723106932143], [2.384769676371753, 48.8272363652257], [2.384750690625121, 48.82725333043619], [2.384745757323124, 48.827250984676915], [2.384742770046282, 48.8272547988338], [2.384739325132708, 48.82725964761194], [2.384755025302945, 48.827270850914765]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;8.7999294;2.0;17.5998587;0.0;2.0;125197.117711;Bâti de 1 à 3 étages;603542.5338111;2010-07-21T04:00:00+02:00;2a3;2010-07-21T04:00:00+02:00;13;;3.0;50.0;536160;750170121;750000013;750031416;750000050;;0.0;0.0;
48.8266921203,2.38385828177;"{""type"": ""Polygon"", ""coordinates"": [[[2.383800747683506, 48.82674843905531], [2.383918182876546, 48.82663670438866], [2.383915794564413, 48.826635822391836], [2.383914759966844, 48.82663680637161], [2.383887241739771, 48.82666298833545], [2.383880874309298, 48.82666904698038], [2.3837984089765323, 48.826747508745754], [2.383800747683506, 48.82674843905531]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.0240641;8.0;24.1925128;0.0;4.0;125135.2887227;Bâti de 9 à 12 étages;603475.3168865;2010-07-21T04:00:00+02:00;4a11;2010-07-21T04:00:00+02:00;13;;11.0;50.0;536237;750171396;750000013;750031407;750000050;;0.0;0.0;
48.8266857672,2.38299464187;"{""type"": ""Polygon"", ""coordinates"": [[[2.382998312280834, 48.82668861620436], [2.383000808615801, 48.82668623945104], [2.382984804718459, 48.826682446070635], [2.382998312280834, 48.82668861620436]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.193937;8.0;1.5514961999999999;0.0;4.0;125134.544259;Bâti de 9 à 12 étages;603411.906765;2010-07-21T04:00:00+02:00;2a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536242;750171401;750000013;750031408;750000050;;0.0;0.0;
48.826735506,2.38371823892;"{""type"": ""Polygon"", ""coordinates"": [[[2.383750532829906, 48.82676324749333], [2.383768754878073, 48.82674590975558], [2.383652679973638, 48.82670312921967], [2.383649595432706, 48.826706064163254], [2.383750532829906, 48.82676324749333]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;13.3268965;9.0;119.9420682;1.0;4.0;125139.849779;Bâti de 9 à 12 étages;603464.85464;2010-07-21T04:00:00+02:00;R_et_3a10;2010-07-21T04:00:00+02:00;13;;10.0;50.0;536260;750171815;750000013;750031406;750000050;;0.0;0.0;
48.8267762241,2.38376988698;"{""type"": ""Polygon"", ""coordinates"": [[[2.383769911966136, 48.82677777868076], [2.383772251219597, 48.82677555129747], [2.383769862903572, 48.826774669297855], [2.383767522287959, 48.8267768966741], [2.383769911966136, 48.82677777868076]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.060280999999999994;5.0;0.301405;0.0;3.0;125144.638553;Bâti de 4 à 8 étages;603468.820004;2010-07-21T04:00:00+02:00;4a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536266;750171821;750000013;750031407;750000050;;0.0;0.0;
48.8271345889,2.38323471767;"{""type"": ""Polygon"", ""coordinates"": [[[2.383243035028508, 48.82724661783097], [2.383401667956741, 48.82709644025594], [2.38324066891642, 48.827022669176046], [2.38315152044932, 48.82710748245321], [2.383130187598818, 48.82709770776427], [2.383061439915417, 48.82716340841643], [2.383172317773195, 48.827214213879024], [2.3831746474096, 48.82721199725089], [2.383189752219737, 48.82721891937814], [2.383188696114628, 48.82722171907243], [2.383243035028508, 48.82724661783097]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;308.8926571;7.0;2162.2485997;0.0;3.0;125184.6675356;Bâti de 4 à 8 étages;603429.2708355;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536278;750172230;750000013;750031411;750000050;;0.0;0.0;
48.8274830063,2.38445615438;"{""type"": ""Polygon"", ""coordinates"": [[[2.38446318758718, 48.82748928065926], [2.384467430353121, 48.827485390229704], [2.384449021957285, 48.82747674515485], [2.38444485105956, 48.827480547815256], [2.38446318758718, 48.82748928065926]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.8754271;4.0;3.5017084;1.0;3.0;125223.265882;Bâti de 4 à 8 étages;603519.160195;2010-07-21T04:00:00+02:00;Ra2_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;535663;750175965;750000013;750031416;750000050;;0.0;0.0;
48.8272030748,2.38467582613;"{""type"": ""Polygon"", ""coordinates"": [[[2.384682959163031, 48.82721542779482], [2.384695771780973, 48.8272037578133], [2.384691603834422, 48.82720177393946], [2.384668525078728, 48.82719078538621], [2.384659106934159, 48.827199341217856], [2.384655901471765, 48.8272022521801], [2.384682959163031, 48.82721542779482]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.9220667;6.0;23.5324001;0.0;3.0;125192.150387;Bâti de 4 à 8 étages;603535.3199821;2010-07-21T04:00:00+02:00;2a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536069;750175600;750000013;750031416;750000050;;0.0;0.0;
48.8280939468,2.38322960119;"{""type"": ""Polygon"", ""coordinates"": [[[2.383349583935744, 48.82817913930338], [2.383394344653911, 48.82813485301268], [2.383109634847652, 48.828008797542715], [2.383064721909355, 48.82805292825539], [2.383349583935744, 48.82817913930338]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;148.9589434;2.0;297.9178868;1.0;2.0;125291.148023;Bâti de 1 à 3 étages;603429.0672886;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;529862;750177693;750000013;750033360;750000050;;0.0;0.0;
48.828045848,2.38327826024;"{""type"": ""Polygon"", ""coordinates"": [[[2.383399642873991, 48.82812961181248], [2.383441502159596, 48.82808819662585], [2.38315713460345, 48.82796212414066], [2.383114982278648, 48.82800354311769], [2.383399642873991, 48.82812961181248]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;139.44153;1.0;139.44153;1.0;1.0;125285.801447;Bâti à rez-de-chaussée;603432.6396405;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R;0.0;50.0;529865;750177696;750000013;750033360;750000050;;0.0;0.0;
48.8280143563,2.38290696244;"{""type"": ""Polygon"", ""coordinates"": [[[2.383020921093123, 48.828095967454225], [2.383064721909355, 48.82805292825539], [2.382793264264163, 48.827932654085735], [2.382790951264449, 48.82793495713076], [2.38274956243521, 48.82797618116062], [2.383020921093123, 48.828095967454225]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;138.7846298;2.0;277.5692596;1.0;2.0;125282.2753505;Bâti de 1 à 3 étages;603405.3637639;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;528956;750176785;750000013;750033360;750000050;;0.0;0.0;
48.8275345971,2.38455278258;"{""type"": ""Polygon"", ""coordinates"": [[[2.384562952932372, 48.82754787103102], [2.384571024584386, 48.827540763463396], [2.384575456845994, 48.82753685961544], [2.38454240310143, 48.8275213471346], [2.384530155210721, 48.827532248342436], [2.384562952932372, 48.82754787103102]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.5183117;3.0;13.5549352;1.0;3.0;125229.007916;Bâti de 4 à 8 étages;603526.2555199;2010-07-21T04:00:00+02:00;Ra1_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536093;750169269;750000013;750031416;750000050;;0.0;0.0;
48.8277709915,2.38468757916;"{""type"": ""Polygon"", ""coordinates"": [[[2.384695911603372, 48.827783180523966], [2.384708145724072, 48.82777252475907], [2.38467915275267, 48.827758715936426], [2.384667145818654, 48.82776962738958], [2.384695911603372, 48.827783180523966]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.8964043999999998;1.0;3.8964043999999998;0.0;3.0;125255.2953495;Bâti de 4 à 8 étages;603536.1142698;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536104;750169280;750000013;750031416;750000050;;0.0;0.0;
48.8266296823,2.38341666746;"{""type"": ""Polygon"", ""coordinates"": [[[2.3835137223140013, 48.826680070765995], [2.383540486577307, 48.8266507389962], [2.383509868778753, 48.82663941005942], [2.383498424610402, 48.82663544598871], [2.383197331400254, 48.82656321804715], [2.3835137223140013, 48.826680070765995]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;57.0806505;8.0;456.6452038;1.0;3.0;125127.43017;Bâti de 4 à 8 étages;603441.5361525;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536255;750171810;750000013;750031406;750000050;;0.0;0.0;
48.8267716147,2.38375740662;"{""type"": ""Polygon"", ""coordinates"": [[[2.383767522287959, 48.8267768966741], [2.383769862903572, 48.826774669297855], [2.383747289867669, 48.82676633271744], [2.383744949262097, 48.82676855919396], [2.383767522287959, 48.8267768966741]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.5697183;6.0;3.4183095;1.0;3.0;125144.1253915;Bâti de 4 à 8 étages;603467.9039447;2010-07-21T04:00:00+02:00;R_et_4a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536265;750171820;750000013;750031406;750000050;;0.0;0.0;
48.827009034,2.38283070041;"{""type"": ""Polygon"", ""coordinates"": [[[2.382860958017709, 48.82707154462818], [2.38292970583262, 48.82700584408592], [2.38289969283395, 48.82699209161132], [2.382800331545297, 48.826946561678035], [2.382783687081833, 48.82696246751419], [2.382731582272882, 48.827012263041695], [2.382768801443258, 48.82702931747208], [2.382771976231742, 48.827027164571966], [2.382774651819936, 48.827028403326004], [2.382772819795223, 48.82703115854081], [2.382860958017709, 48.82707154462818]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;102.5738339;8.0;820.5906709;1.0;3.0;125170.4864915;Bâti de 4 à 8 étages;603399.8439885;2010-07-21T04:00:00+02:00;Ra1_et_3a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536326;750172678;750000013;750031411;750000050;;0.0;0.0;
48.8270885559,2.38441077408;"{""type"": ""Polygon"", ""coordinates"": [[[2.384409996185968, 48.827096145960766], [2.384421287166987, 48.82708575697482], [2.384411267528411, 48.82708099538845], [2.384400397118816, 48.827091412620256], [2.384409996185968, 48.827096145960766]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.2626680000000001;6.0;7.5760083;0.0;3.0;125179.380937;Bâti de 4 à 8 étages;603515.8577945;2010-07-21T04:00:00+02:00;2_et_4a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;535668;750175970;750000013;750031416;750000050;;0.0;0.0;
48.8274647759,2.38441786362;"{""type"": ""Polygon"", ""coordinates"": [[[2.38442184947827, 48.8274695928915], [2.384426142815591, 48.82746580345329], [2.384413806812996, 48.82745993990768], [2.384409634169658, 48.827463774935296], [2.38442184947827, 48.8274695928915]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.5839113;4.0;2.335645;1.0;3.0;125221.235057;Bâti de 4 à 8 étages;603516.345132;2010-07-21T04:00:00+02:00;Ra2_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;535676;750169659;750000013;750031416;750000050;;0.0;0.0;
48.8272157063,2.38428204848;"{""type"": ""Polygon"", ""coordinates"": [[[2.384277662936312, 48.82722161871486], [2.384289209876643, 48.82721101431141], [2.384286650869136, 48.82720970424213], [2.384277738838744, 48.82721772932212], [2.384274891604106, 48.82722029406158], [2.384277662936312, 48.82722161871486]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.355939;6.0;2.1356343;0.0;3.0;125193.5343584;Bâti de 4 à 8 étages;603506.3929365;2010-07-21T04:00:00+02:00;2a4_et_6a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;535682;750169665;750000013;750031416;750000050;;0.0;0.0;
48.8277090747,2.38331439818;"{""type"": ""Polygon"", ""coordinates"": [[[2.383359916720667, 48.82776011788686], [2.383403039646997, 48.827717567015064], [2.383268846948252, 48.82765801029523], [2.383225799515196, 48.82770062266783], [2.383359916720667, 48.82776011788686]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;67.5786108;2.0;135.1572215;1.0;2.0;125248.3502;Bâti de 1 à 3 étages;603435.3105895;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;535982;750174335;750000013;750033360;750000050;;0.0;0.0;
48.8273748953,2.38421729205;"{""type"": ""Polygon"", ""coordinates"": [[[2.384226616407837, 48.82738765783876], [2.384238951102482, 48.82737702152273], [2.384207571745325, 48.82736196275631], [2.384195990223859, 48.8273730688221], [2.384226616407837, 48.82738765783876]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.1990691;1.0;4.1990691;0.0;3.0;125211.222498;Bâti de 4 à 8 étages;603501.6054769;2010-07-21T04:00:00+02:00;encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536011;750174764;750000013;750031416;750000050;;0.0;0.0;
48.8272475337,2.38430671716;"{""type"": ""Polygon"", ""coordinates"": [[[2.384333945120368, 48.827273597174276], [2.384351863880341, 48.8272572560971], [2.384347875574703, 48.827255171507076], [2.384306740304559, 48.82723551351835], [2.384277662936312, 48.82722161871486], [2.384261183236321, 48.82723675303871], [2.384312401981532, 48.827262688408], [2.384333945120368, 48.827273597174276]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;14.581898;7.0;102.0732863;0.0;3.0;125197.0816235;Bâti de 4 à 8 étages;603508.2468753;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536026;750174779;750000013;750031416;750000050;;0.0;0.0;
48.8271688164,2.3843286014;"{""type"": ""Polygon"", ""coordinates"": [[[2.384326383127431, 48.82717687666353], [2.384339374613817, 48.827164945923045], [2.384330650600268, 48.82716074231524], [2.3843178794105873, 48.82717281988726], [2.384326383127431, 48.82717687666353]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.2784703;6.0;7.6708219;0.0;3.0;125188.3121324;Bâti de 4 à 8 étages;603509.815874;2010-07-21T04:00:00+02:00;2a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536037;750175178;750000013;750031416;750000050;;0.0;0.0;
