,id,surface_emprise,hauteur_mediane,typologie_bati_apur,periode_construction,centroide
36,5fb2254a-820e-4c4a-b2e5-21dd5ffc4a99,65.03395020665604,9.0,0,4,"(656599.6200000001, 6857232.240000001)"
37,6f4976d7-65e7-49a7-a6e1-4025c886f826,160.27367686649046,10.7,0,3,"(656139.4469565218, 6857216.917391306)"
38,9ddf9d9a-2f8d-4f8a-bc4a-2574f22df481,117.99383313972496,11.1,3,9,"(656135.631818182, 6857203.55909091)"
39,d6f96902-3eb2-498f-a871-e298ea973271,289.1212634011914,6.1,3,3,"(655839.8089473685, 6857555.993684211)"
40,acd3f479-d83b-4f89-a03d-96fa215e1b74,661.9673529011795,6.9,3,3,"(655852.8297297296, 6857552.537297298)"
41,406b4ce4-5128-4dc7-b366-31f510548c4b,116.79443200337201,10.8,3,9,"(656138.9722222221, 6857182.188888889)"
42,a73faaed-adac-461b-ab04-b9adac08b5fc,104.59469962624725,14.4,2,3,"(655847.6045454546, 6857634.466363636)"
43,b579173e-14a1-4091-8d4e-cbfd904b8a8a,237.9607091905801,14.1,1,2,"(655877.9392592594, 6857581.92037037)"
44,08f39f01-ac48-487b-a10e-f89622e25794,219.72441514790748,14.6,3,3,"(655864.0660869566, 6857602.223913044)"
45,76993f6d-fdd4-45b7-abc4-454676cb6034,92.21082016983617,7.3,1,3,"(655771.2851724139, 6857509.200689656)"
46,35151dd7-adae-4ae1-a443-606a795ca908,69.15686942060425,4.300000000000001,1,3,"(655761.7931578945, 6857505.657894737)"
47,0b1854a9-3c0d-4861-bd2d-7da2c8cd8b3a,166.26007147023773,10.3,3,3,"(655857.7511111111, 6857619.663333333)"
48,cdddc277-423b-4b91-85e6-cf1cb3ff6be2,55.078737473408104,8.6,3,3,"(656525.5872727274, 6857195.505454546)"
49,c1bc41a0-8cab-4779-8ade-165f329757c9,101.33159529059282,4.5,1,5,"(656519.5944444444, 6857265.2855555555)"
50,f7da09b5-af64-4d98-b723-0aedc2b0fa2b,335.0596564093356,16.5,1,4,"(655686.75, 6857474.927692308)"
51,3f226487-1ea3-45db-97ab-7763eda3b05b,80.86612130008743,10.9,2,3,"(655834.3264705882, 6857625.506470589)"
52,2d2aa5fb-5a8f-4dad-a90a-de10e646ecec,73.71470801351222,5.7,3,4,"(655700.71, 6857492.837777779)"
53,93257556-5191-4891-93ae-3d36013402a5,6.187041310250455,6.0,0,3,"(656580.9577777778, 6857295.0)"
54,5ee1e3dd-042f-4d22-9baf-4971e14244a2,59.79631994328249,4.1,3,9,"(656419.3544444445, 6857434.815555555)"
55,6757ceaa-0bcc-4e66-bf4d-ab1a7fe3a891,81.81593948677805,7.7,0,3,"(656587.4830769232, 6857230.042307691)"
56,15f162a1-cc02-43f2-8713-98566f2db54f,150.8529888097191,8.2,3,3,"(656566.051764706, 6857231.41)"
57,e0a6327b-d8fc-4abb-a761-472b0f2ffa5d,425.8564634258477,12.9,3,6,"(656544.7492307692, 6857278.778461539)"
58,07c4abf6-f5fe-4280-aec4-479c1a087691,4198.111862869028,9.0,3,9,"(656345.8813793103, 6857543.496206896)"
59,b6b1d500-23de-4612-98b6-792f9ae61b98,2724.885788715425,10.1,3,9,"(656402.011764706, 6857510.020588235)"
60,69b7fe23-dd23-411c-9c5f-2d085da82fd2,1942.6484761741785,8.8,3,6,"(655776.9722448981, 6857539.667142857)"
61,673dd5e4-8f13-48c2-9745-0de3fee36017,1828.2533536898372,5.9,3,7,"(655722.2238461538, 6857550.675897434)"
62,c214da9d-4970-41e7-baef-889cba7c5b3e,71.22080848661776,6.1,3,3,"(655857.6522222223, 6857567.35111111)"
63,2d2c63cb-9d3d-4975-953b-256251f39591,42.204798623295055,4.4,3,6,"(655932.7522222224, 6857443.983333333)"
64,769c266c-1ce0-4a74-badc-19b35df39ebd,184.03666174571464,6.2,3,3,"(655827.4666666668, 6857566.465555556)"
65,5b06a6b7-3116-42c3-ad44-894348e9b738,472.62834259539466,9.0,3,5,"(655629.7799999999, 6857566.087333334)"
66,7fda7f9e-e00a-40d6-a740-8cb36573c31a,87.51803536210744,8.3,3,7,"(655699.8266666667, 6857551.50111111)"
67,6436204e-67b0-4845-a628-ab3d58053363,19.63062602730646,3.1999999999999993,0,3,"(656601.4377777777, 6857237.687777777)"
68,594e8ad4-cb83-4a8c-b200-75685b28cf01,166.71553614552187,5.8,3,3,"(656519.7406666668, 6857186.31)"
69,d6eb26be-7f8a-4946-aef7-ecd6e2054ee3,70.04632851709589,8.7,3,6,"(655719.503076923, 6857640.384615385)"
70,16f3c759-3ba4-44a6-aa6e-ae118058f979,147.96985851176078,14.9,3,10,"(656166.7388888889, 6857042.046666667)"
71,af71f3e3-0c11-4c13-8a37-9e146a9d22a2,1066.6654598744124,7.8,3,3,"(656561.8294117646, 6857253.805882352)"
72,5559f4d5-2e7c-4d6a-bf45-e7b385f30144,1888.938378357405,6.9,3,9,"(656406.4437037036, 6857462.027777779)"
73,cef36233-f0ec-49b0-a8eb-39db0119937a,722.12366209807,9.1,3,7,"(656312.0626086956, 6857448.213043477)"
74,066702ec-2199-41b9-9197-f8bb57fb1445,2102.4975687104265,10.9,3,9,"(656372.2043589744, 6857401.305384616)"
75,42b75482-c030-4e3d-ad91-4df5df020518,297.9076954835725,7.8,3,9,"(656593.5035294117, 6857252.075294117)"
76,16b3b55a-8014-4d1c-a174-a384d65bc67f,322.5559839433168,6.2,3,3,"(656578.2047619048, 6857237.4)"
77,df781952-7e31-485c-a624-a21e3b5c347b,311.1367616238531,7.7,1,8,"(656138.664736842, 6857233.058421053)"
78,23c0086b-6f75-472e-b310-77929bd7a736,1244.3224540357494,8.4,3,6,"(655727.1186956521, 6857610.955652175)"
79,ad23507c-485b-4aa7-9dcd-769265818459,315.12907542159826,4.5,3,6,"(655947.8764, 6857463.491200001)"
80,ba702a1d-5001-4183-b2bf-daf929f4be28,422.9274689284811,4.699999999999999,3,6,"(655950.020952381, 6857457.896190478)"
81,b89626fa-c69c-49d0-a86b-012d35f922b7,2477.534506749462,5.200000000000001,3,6,"(655956.1449438201, 6857428.744269667)"
82,41292e6c-52d5-4e4e-b874-189a4e3ff8ca,3542.334234638019,6.9,3,3,"(655809.0376190477, 6857577.859523809)"
83,c4811406-a5c0-4733-9ba8-34032e2de688,1035.3727047332056,7.5,3,4,"(655767.3031034481, 6857603.523103448)"
84,99f84807-3a90-45ba-a550-d8e294fcc4e7,720.3191259433086,8.7,3,4,"(655680.0186666667, 6857595.271333333)"
85,fe1bd769-40e0-4c3c-9fc1-57ea3276e9f8,2549.8366303789853,10.6,3,5,"(655677.0205263158, 6857573.328947368)"
86,9a8feaec-a5ad-4940-857a-66d1b187eaaf,1367.5995921467788,9.7,3,8,"(655681.4052380952, 6857546.496666665)"
87,07b53c1c-1ae5-48a2-ac4b-5f54e96ebd6f,2420.4404249844215,5.4,3,6,"(655719.9808000001, 6857510.075999999)"
88,eee78c41-6294-4ebd-9275-b158bcce0e30,351.5818703795008,6.3,3,3,"(656587.2542105264, 6857293.118947369)"
89,a859808f-6121-4031-903a-db565c830d11,41.23027908608071,6.8,1,4,"(656551.5677777777, 6857308.865555556)"
90,8d558bd7-92aa-4e2e-befd-d2c2a271dc5a,302.65538390130564,6.7,3,3,"(656577.4846153848, 6857267.603846156)"
91,74c50e14-7b1d-4c79-9279-3518aab5abdb,190.49363978688382,6.9,3,3,"(655847.5353846153, 6857531.408461537)"
92,395f3ae3-179a-47f4-8aae-7167bbec7c91,110.03711968585887,8.6,3,6,"(655705.6622222222, 6857634.058888889)"
93,813a1b87-4760-4ac5-9aab-d03a1c9545aa,1291.4119673823716,8.0,3,9,"(656255.1484615385, 6857077.023076925)"
94,11f6734f-352f-4394-af48-b84cfaefb884,1415.1472449752694,7.5,3,9,"(656166.1107692308, 6857144.641538461)"
95,b7dc18b6-d9a8-4a13-b91e-993d3157010d,126.35982303896361,8.2,3,3,"(656286.8088888889, 6857193.27888889)"
96,794c3444-29bd-4dc9-a3d2-02d9c53b49fa,3803.421084493599,8.6,3,3,"(656289.2012, 6857144.5984000005)"
97,0e0643c4-c230-448b-85e1-fef1a7bba219,125.26551608949009,7.8,3,9,"(656226.228888889, 6857097.327777777)"
98,cb3327ce-28a0-4697-8d73-fed90c3850ea,201.68416413301367,7.6,3,9,"(656276.7766666668, 6857112.642222222)"
99,8c6906ab-a3d7-4bb4-aa29-6b954beaf3d1,2584.0268935004333,7.6,3,9,"(656227.1770588235, 6857117.620588236)"
100,03f1523e-b143-46ef-853e-f57c8aea02dc,142.5861046628512,11.95,1,3,"(655927.6766666666, 6857583.782666667)"
101,8ebdcdf4-1060-4f30-826b-201ec0a5b063,130.65240106066994,4.4,3,7,"(655937.0505882354, 6857595.3111764705)"
102,12c9b6d6-5927-43ab-9015-77fc1f387c2c,61.85790933072165,10.8,1,3,"(655944.6423076924, 6857600.552307693)"
103,fb4ff4f9-c53b-4636-9c20-510256cd799c,198.59758513218515,6.315,3,8,"(655951.5564705882, 6857609.1423529405)"
104,866a3b0f-d272-48df-b900-c1225ea715ff,81.63103942311697,5.072,3,5,"(655957.9446666667, 6857617.047333332)"
105,d7594362-f6b5-41f0-90ec-bacae4601150,290.19392889596764,7.176,3,3,"(655959.0482352942, 6857628.947058825)"
106,dd91dbc6-e87a-4198-b3f8-9cbfdbe0663f,207.59038154618818,7.65,3,5,"(655944.6509523811, 6857621.189523809)"
107,389ec162-58ec-4ea6-ab3b-d2c5b4da5b25,42.836410085574,7.8,3,5,"(655934.4252941179, 6857610.650000001)"
108,bc11a40c-e93e-4b0d-8143-94f28ab96b1d,190.44198846338645,6.89,2,6,"(655918.3731578946, 6857602.364210527)"
109,ade7ed46-3ae6-4d97-b999-46f9d991b3a2,372.9794850065248,7.7,3,3,"(655916.9217647059, 6857614.508235294)"
110,c387cd5d-2024-46d5-9e01-973b90468012,73.78097002857525,4.5,2,11,"(655916.3118181817, 6857592.337272728)"
111,a8f60c70-de60-4ff7-bf50-a5bfff41a3c8,130.4667425325443,4.336,3,11,"(655930.1078947369, 6857600.725263158)"
112,f40dd869-530b-496b-9a89-491fe4e6b0f9,101.75880940245429,7.78,1,6,"(655923.8680000001, 6857589.473333333)"
113,bb00f892-4bee-4c41-b521-8ac0aaf13c65,89.06510922257272,5.48,3,4,"(655917.3300000001, 6857628.458181817)"
114,915a39de-2145-465a-a61b-ce9d7a71c9b5,124.83191768295373,5.79,3,4,"(655905.9705263156, 6857616.908947368)"
115,0dfeb1c3-6966-4d98-8567-b6e7545874a2,98.66749488826402,7.4,3,3,"(656327.3088888889, 6857594.292222222)"
116,31168bf1-7c53-43f4-b7c6-442878868cb3,1991.9866314161482,4.800000000000001,3,5,"(655732.2232258065, 6857479.164838708)"
117,4abfb19c-51f0-4a50-ad61-7d13cd989597,139.99306912256773,11.6,1,3,"(655408.7244444446, 6857493.3900000015)"
118,b5630787-f42c-4157-abc5-ac6c2d79a7f2,127.32414435925347,9.9,1,6,"(655413.5827272729, 6857481.890000001)"
119,7d1eb971-b63d-4dd8-bdb8-1a55243259a6,337.6830505347093,11.3,3,3,"(655309.9822222223, 6857630.338518518)"
120,86e96d08-594d-4c91-b0b0-46480ec13aa7,1618.9190376002398,6.8,3,3,"(655317.3434883723, 6857602.136976744)"
121,94529491-f6d5-4593-9273-d2ba4a914582,68.51719191883711,4.5,3,5,"(655291.6878947366, 6857570.736842105)"
122,d88be0a2-b037-4f2f-a7e1-86f9bdbf29d0,163.26680443361357,6.1,3,3,"(655306.0482352942, 6857578.685294118)"
123,69e5c8da-2f7a-4fb7-a0de-c186785fda43,908.8184044164512,7.2,1,7,"(655234.2515686277, 6857704.744705882)"
124,c2a0ac19-7a14-48c0-80c0-6c9ca297a826,595.1605475247379,5.4,3,4,"(655323.8673333334, 6857490.926)"
125,b0d48230-3604-4395-89ce-b0337785b183,72.36523180136889,7.6,3,7,"(655262.6463636364, 6857702.725454547)"
126,22bc6d05-0268-4723-9b0b-ea603cca6cae,594.5997120038194,11.0,3,7,"(655291.61, 6857650.845384616)"
127,db6d6aa4-98dd-4e17-aa9c-2a4f258c4eae,829.8318578819794,11.1,3,7,"(655281.2086956523, 6857657.103043477)"
128,fd717993-0b6a-452d-89c1-c54dd45ef8dc,802.9803279611326,8.9,3,3,"(655279.8746153845, 6857594.180769233)"
129,14fb875a-2f34-480a-9c01-8aa585b8e3d0,584.285666464772,4.0,3,4,"(655390.0436842106, 6857497.089999999)"
130,e66a3f26-d349-4ba5-8d3d-52b04d86f2f9,475.84748770931657,4.5,3,4,"(655348.4389473684, 6857513.811578948)"
131,b6eaa338-92a2-4067-938d-a5e11342ff74,2675.72511840501,7.2,3,4,"(655333.6944827586, 6857520.678965518)"
132,3382873b-d3f8-4da2-89e2-1f0c6b80a080,875.4296400293979,9.8,3,7,"(655256.9988888889, 6857685.5929629635)"
133,9f2341e6-3a75-43db-b55d-d1f06df24a5e,285.8934362005549,4.1,3,4,"(655404.7944444445, 6857460.907777778)"
134,dd989f93-d323-4ce8-a92c-5cb2669e9f24,882.0314373093568,7.6,3,7,"(655227.9284615385, 6857688.797948716)"
135,33492762-b53f-43c7-8754-ec692f4537b3,210.34125189207737,6.2,3,7,"(655890.934680851, 6856735.22)"
136,2681645c-23bc-4e1e-8164-9a51f5b82e0d,1209.7799043406942,8.1,3,10,"(655530.6122807019, 6857600.721052631)"
137,02f91e48-ac4d-4d70-a90e-0eeece5f5e9e,700.5929218459144,8.9,3,5,"(655710.5815384614, 6857122.3438461535)"
138,71ee6948-c2d2-47b2-9791-cacb7092de47,135.835684910821,5.299999999999999,1,6,"(655738.2420000001, 6857074.793333335)"
139,38b26c47-3406-4ec8-aba4-1908827cca19,421.220474503724,4.9,3,6,"(655735.8686206896, 6857088.90724138)"
140,b493ee8c-f150-4535-bb35-01bb0fde368a,2289.974126039477,14.6,3,7,"(655748.2422222222, 6857132.198888889)"
141,9b6848cb-0e72-422f-af32-65f81ca162a2,184.81207934284288,12.4,1,3,"(655673.1622222222, 6857261.9799999995)"
142,86d99799-4fb2-47b8-a456-5ff5d85eef22,4087.5526789701858,10.3,3,7,"(655711.2492000001, 6857212.0812)"
143,82562f9a-4358-4e6d-8c87-ceb32e0f845b,450.54847311049116,4.699999999999999,3,9,"(655610.0684000001, 6857649.108399999)"
144,8f6fd863-dd79-4844-85f4-a5eb3fafad68,115.94509923221258,16.6,1,4,"(655774.7227272727, 6857069.938181818)"
145,10ed26d0-4ee2-42a0-94f6-44963d27e5f3,60.61130539493618,8.3,0,7,"(655765.9844444445, 6857065.323333333)"
146,9c6c356d-9c89-45c9-9c5c-ba464909a91b,88.83797602174428,9.1,3,8,"(655763.0837837837, 6857034.19027027)"
147,17dcaae8-a4be-457e-b123-8a8b864dfb31,122.83186262509224,7.6,1,11,"(655756.8838461539, 6857056.020769232)"
148,83e9f05a-251c-4498-9899-1a87c5c5c520,189.25544961785934,8.2,2,3,"(655760.7782608696, 6857046.289565218)"
149,6d379ec9-26ae-4674-9a32-8c41705f7bf9,100.0226763433641,8.0,3,8,"(655773.3994117647, 6857041.54882353)"
150,9fc97b06-c096-42a0-835b-2675fb166a57,60.40144156559469,10.4,1,3,"(655798.5044444443, 6857011.867777778)"
151,5eafec95-f4d6-4fc7-af41-5ba7f6bccb36,115.94514337362844,9.6,3,3,"(655783.8393333333, 6857036.3100000005)"
152,97d1d677-52a6-4ccf-bcce-0d70438e7958,67.54306454938465,5.0,1,4,"(655783.17, 6857015.641333333)"
153,e1b9569c-ba0e-421d-8c1f-ec38ce6c3b93,341.97825645313935,7.6,3,5,"(655779.3682608694, 6857023.152173913)"
154,d768c25a-296b-4848-9846-97bb5c40ef98,135.04109568679195,7.2,3,10,"(655784.6361538462, 6857046.971538463)"
155,d9eb66d3-6acf-4afd-b328-0e9f352bb0bd,1527.4484929332496,4.5,3,11,"(655848.6488888889, 6856971.885555555)"
156,d7250db4-f6b7-4b9b-abc4-46c3dad1ba3a,115.22588021081759,7.0,3,10,"(655870.9672727273, 6856754.948181819)"
157,0fd870d9-d4c2-4c0e-af59-bc707de85178,78.61306858094184,4.0,1,4,"(655912.8377777778, 6856754.853333333)"
158,9463391f-97d9-4b71-aea2-12d4922b31e9,6.197090584341083,4.1,3,4,"(655878.2809090909, 6856737.293636363)"
159,354f8d3f-4135-4b63-b8e0-152ef02c9ade,72.99574578111121,4.6,0,3,"(655885.2942857144, 6856720.706666667)"
160,d7a7f660-99c7-4975-ab84-2afc0982aae5,52.730252103270026,4.6,0,4,"(655882.0090476191, 6856725.89047619)"
161,5c579f25-f49b-40f6-ad0b-32a31f528673,103.00162103269633,4.6,0,4,"(655913.1273684211, 6856747.009473683)"
162,04f07204-cea2-4b44-8b81-ddafc1de3425,70.74678611497856,7.3,1,3,"(655895.9863829787, 6856733.712978723)"
163,fa2d728b-0a45-47c8-9c2d-144141af449f,51.69570288487203,4.800000000000001,0,3,"(655896.6138461537, 6856774.627692307)"
164,2606091b-afd4-489f-9e82-bde0a7d6fc2e,1193.8333872608644,7.8,3,10,"(655872.6232258067, 6856813.901612904)"
165,a6c9b683-c536-4003-b875-c55db38defd6,228.95199089189958,5.9,2,4,"(655853.0354545454, 6856917.927272728)"
166,5d8f829e-caa7-4f61-9803-c52a9dfacd91,182.42879677680725,6.9,3,5,"(655805.2777419353, 6856990.439354837)"
167,5eddc193-509a-4e10-8c17-fc984e50b609,820.342617828903,7.3,3,5,"(655820.4301886794, 6856960.376037733)"
168,68054fa3-f2f7-4c1d-97e1-d3b0bf57f2d7,35.94301649346622,4.6,3,5,"(655817.8647368422, 6856984.721578948)"
169,effdbe04-7d5d-40d0-b821-68398ea956b0,198.15664690445237,4.800000000000001,3,8,"(655851.0936842104, 6856870.473157895)"
170,b8138cca-ff10-4a98-ae44-8d51d4f5418d,50.97594740554359,5.4,1,3,"(655823.4253846154, 6856932.656923077)"
171,aa39c0c1-8e6c-4460-b837-8454dee4951c,106.9895254288003,6.5,1,3,"(655828.7543999999, 6856927.242)"
172,1a444534-7699-482f-9f84-8d606176d9a5,238.02774352357585,12.9,2,4,"(655834.2666666667, 6856911.857999999)"
173,8b7c91e3-7d96-4813-871c-e4e5a6cd1b33,17437.089252923375,10.4,3,8,"(655901.5288687784, 6857051.792352938)"
174,3f58b68d-e50a-4884-a58d-cad9fc5297a4,2987.208284868052,6.4,3,9,"(656039.3527272728, 6856684.620909089)"
175,7180955e-ac47-46fb-9c42-ca7da324235f,649.2036274421541,4.5,3,11,"(655844.2686440679, 6856955.410169491)"
176,bd93af55-4c6b-4f88-96d2-5c302534ba2a,15.487724732480295,3.5999999999999996,1,4,"(655907.2399999999, 6856753.419999999)"
177,a620b32f-9d55-4067-ac5f-a7f1352e9747,167.76946438618992,4.699999999999999,3,10,"(655518.9133333333, 6857623.614444444)"
178,65dec042-8102-4bd5-b756-923b8e00d1d7,250.3849091109655,5.1,3,10,"(655483.1470588235, 6857601.271764705)"
179,c73119c0-66e8-41bd-9110-bd742e760c02,51.77551456906116,6.4,1,4,"(655794.75, 6857022.329999999)"
180,f74d6771-e644-45e3-8c1a-51bd04087fa3,51.6205854435818,7.1,3,4,"(655800.9045454544, 6857023.335454545)"
181,c450361e-172a-4c05-9a12-9ed106549537,27.00225780798945,5.1,1,3,"(655818.9494736843, 6856938.147894737)"
182,06b777e2-591a-489d-a893-25b913832934,50.83605150571619,5.7,3,8,"(655855.6684615384, 6856867.440769231)"
183,ba45c976-483d-4e4a-a78a-9e05111dc019,389.4121578222556,4.300000000000001,3,9,"(656386.5222222223, 6856651.766666666)"
184,ba230c1c-c8be-4ea5-a295-5ad2726d765a,158.20562730764738,6.0,3,9,"(656306.4911111111, 6856709.8411111105)"
185,cd0c88ed-b3b2-4cc4-be7f-17e8ef0f8568,198.60670170254033,4.699999999999999,3,9,"(656380.95, 6856671.3722222205)"
186,576e0dcc-73a8-4a7f-b396-960202c4ea24,170.58975753376396,9.2,3,9,"(656367.2466666667, 6856721.143333334)"
187,a58f71d0-799b-45d1-ae79-7ee765b19515,336.806812225743,6.5,3,9,"(656314.8683999999, 6856675.065200001)"
188,cd7c17ca-170a-4855-90af-a766af94a423,191.18509291527502,5.299999999999999,3,9,"(656370.0322222222, 6856710.993333333)"
189,638d4378-a5f8-4d0a-b24a-9d55b6af3f82,180.6650618422571,5.8,3,9,"(656375.9822222223, 6856701.758888889)"
190,4a916ce9-250d-4111-a011-662363b10442,406.2290927673404,5.0,3,9,"(656373.9772, 6856685.842400001)"
191,c6b38422-8d79-4336-85df-4012dbcbb97b,147.40574065407876,6.5,3,9,"(656310.2488888889, 6856689.935555555)"
192,40825e0c-018b-43a2-8705-6a1aebfd0ab4,324.90750102331793,4.5,3,9,"(656335.7322222223, 6856648.782222223)"
193,67859b23-d321-4b16-8676-ccd840d619ba,155.2421171545924,5.299999999999999,3,9,"(656318.5388888889, 6856659.949999999)"
194,aebb6dd4-d481-488c-9cd2-43a85870a2f7,157.42601333741112,6.2,3,9,"(656308.408888889, 6856699.766666668)"
195,a3af616b-eb86-4440-9631-9dd73e4048a7,691.7179690374238,6.6,3,11,"(655862.4407692308, 6856997.876923078)"
196,1afa5d97-9b0d-4af5-8917-5299b391f6db,50.31124130356028,5.9,3,5,"(655811.1427272727, 6856964.136363637)"
197,3c140115-9e8b-4673-83c9-e03999018255,689.024518005223,3.8000000000000007,3,11,"(655886.5133333334, 6856964.131333334)"
198,edcc0c2e-5549-401c-9be7-67a46b391f67,938.2947297822147,6.3,3,5,"(655434.63, 6857637.3652631575)"
199,d49c6fb4-8751-4573-996c-c607670e9ef9,15.08791657002864,3.4000000000000004,3,4,"(655875.6809090909, 6856737.803636364)"
200,835608df-4083-4502-8c6b-e911fcd383aa,67.90237763975243,7.5,3,3,"(655628.1923076923, 6857636.643846153)"
201,324f8e30-0329-49f0-a51f-45fa08b9019a,3318.3822723059234,5.8,1,3,"(655682.4774757283, 6857240.246407768)"
202,87d18b17-397f-4e49-a4e2-8af09227eb2a,31.525082288826642,3.0999999999999996,1,11,"(655748.2463636365, 6857052.554545456)"
203,867fe40e-020f-4e39-b825-740fcc2e8167,808.5569617717649,6.4,3,5,"(655459.6252380952, 6857629.2514285715)"
204,96eed2cb-664b-45d1-9877-0d9841905b96,2433.179417100249,9.1,3,3,"(655619.5388372095, 6857684.293720932)"
205,ae7b1278-850b-4842-b958-df5f2807d3fe,926.8240689562656,7.8,3,7,"(655577.6402127659, 6857707.033617021)"
206,f1c7c8f5-3939-41df-89db-d43c3617fe7a,218.28020001468389,6.2,3,10,"(655474.3861538462, 6857640.641538462)"
207,b9679a6d-57b9-4481-95b8-99f48ceec087,60.23108311783613,6.3,1,3,"(655444.25, 6857642.262222222)"
208,8f75e360-6a87-429c-a5a3-29d42c828692,97.41425020527193,6.8,3,10,"(655877.8976923077, 6856748.99923077)"
